"",bottle,human,0
"",bin,actor,0
"",human,bag,1
"",human,aquarium,1
"",clown,rice cooker,1
"",bag,actor,0
"",curtain,rice cooker,1
"",egg,towel,0
"",sink,bear,0
"",dog,hat,1
"",balloon,monkey,0
"",rhinoceros,hat,1
"",bin,rose,0
"",fridge,sink,1
"",ball,envelope,1
"",boot,bear,0
"",bin,beatle,0
"",fridge,bird's beak,1
"",kitten,spoon,1
"",bear,trash can,1
"",biscuit,egg,1
"",person,nest,1
"",dog,bottle,1
"",bear,burrow,1
"",mouth,cattle,0
"",key box,electric fan,0
"",fridge,desk,1
"",pond,plane,0
"",plane,box,1
"",drawer,plane,0
"",mug,photo,0
"",mug,rice cooker,0
"",person,mouth,1
"",strecher,clown,1
"",nest,rabbit,1
"",monkey,desk,0
"",refrigerator,rabbit,1
"",clown,sheet,1
"",CD,bear,0
"",sheet,dog,0
"",clown,bin,1
"",human,desk,1
"",shelf,rhinoceros,0
"",mug,snake,0
"",dictionary,electric fan,0
"",cigarette,thumb,1
"",glove,key,1
"",canvas,shelf,0
"",pot,lens,1
"",key box,comic,0
"",egg,refrigerator,0
"",electric bulb,electric fan,0
"",plane,strecher,1
"",crib,towel,1
"",frisbee,shirt,0
"",photo,wallet,1
"",shirt,monkey,0
"",bear,burrow,1
"",helmet,monkey,0
"",squirrel,shirt,0
"",fridge,helmet,1
"",electric bulb,handkerchief,0
"",desk,bird's beak,1
"",key box,tractor,0
"",egg,camera,0
"",comic,file,1
"",envelope,package,0
"",wallet,apple,0
"",mouth,brush,0
"",trash can,clown,0
"",bowl,elephant,0
"",person,jar,1
"",bear,piano,1
"",chicken,bird's beak,1
"",burrow,electric fan,0
"",fridge,bush,1
"",suitcase,bear,0
"",strecher,pocket,1
"",bin,watch,0
"",human,suitcase,1
"",actor,mug,1
"",rice cooker,clown,0
"",clown,bag,1
"",hat,actor,0
"",spoon,ice,0
"",bag,person,0
"",plane,key box,1
"",curtain,balloon,1
"",bus,ambulance,1
"",strecher,crib,1
"",envelope,table,0
"",printer,key box,1
"",file,mouth,1
"",electric bulb,printer,0
"",chicken,bin,1
"",bed,canvas,1
"",tank,canvas,1
"",desk,canvas,1
"",canvas,studio,0
"",human,fridge,0
"",envelope,trash can,0
"",bike,balloon,1
"",strecher,tractor,0
"",bowl,egg,1
"",pocket,piano,0
"",credit card,cigarette,1
"",drawer,pencil,1
"",sack,bird's beak,1
"",album,package,0
"",album,person,0
"",leaf,bike,0
"",desk,actor,0
"",crib,actor,0
"",clown,glove,1
"",human,piggy bank,1
"",glove,clown,0
"",file,actor,0
"",key box,strecher,0
"",key box,crib,0
"",key box,electric fan,0
"",key box,oven,0
"",key box,bag,0
"",key box,plane,0
"",egg,rabbit,0
"",glove,rhinoceros,0
"",pond,glove,1
"",zipper,glove,0
"",letter,wallet,1
"",mug,CD,0
"",spoon,human,0
"",newspaper,key box,1
"",suitcase,couch,0
"",suitcase,bike,0
"",glove,shelf,0
"",bowl,bike,0
"",radio,boot,1
"",cattle,pocket,1
"",dog,pot,1
"",album,printer,0
"",newspaper,fridge,0
"",nest,sink,1
"",ship,room,1
"",file,ship,0
"",bowl,ship,0
"",bus,ship,0
"",spoon,ship,0
"",container,ship,0
"",trash can,ship,0
"",mug,ship,0
"",pot,piggy bank,1
"",file,bomb,0
"",toy,key box,1
"",sack,oven,1
"",bear,bag,1
"",album,bin,1
"",tractor,box,1
"",bed,shelf,1
"",keyboard,book,1
"",notebook,blanket,0
"",burrow,strecher,0
"",tank,key box,1
"",piggy bank,shelf,0
"",mug,electric bulb,1
"",needle,penny,1
"",bird's beak,radio,0
"",package,canvas,0
"",radio,envelope,1
"",bush,tractor,0
"",mouth,leaflet,0
"",glove,shelf,0
"",badge,worm,1
"",ant,squirrel,0
"",disk,ladybug,1
"",ladybug,butterfly,0
"",ladybug,canvas,0
"",ant,banana,0
"",bed,cat,1
"",drawer,frog,1
"",bed,actor,1
"",bird,envelope,1
"",closet,human,1
"",monitor,blanket,1
"",desk,file,1
"",towel,handkerchief,1
"",leaf,ticket,0
