"",box,hat,0
"",mouth,potato,0
"",rabbit,eraser,0
"",ticket,stretcher,1
"",apple,cattle,1
"",radio,ladybug,0
"",fridge,spider,0
"",insect,biscuit,1
"",sink,bee,0
"",hive,gun,0
"",electric bulb,mouth,1
"",marble,closet,1
"",envelope,brush,0
"",rice cooker,sandwich,0
"",garage,person,0
"",flower,refrigerator,1
"",ship,boot,0
"",shirt,smartphone,0
"",aircraft,pencil,0
"",comic,bottle,0
"",actor,refrigerator,1
"",closet,actor,0
"",fridge,human,0
"",pot,candy,0
"",handkerchief,burrow,1
"",bracelet,egg,1
"",aircraft,box,0
"",banana,fridge,1
"",bomb,fridge,1
"",letter,tank,1
"",key box,mouse,0
"",electric bulb,key box,1
"",bird's beak,apple,0
"",tank,knife,0
"",burrow,bomb,0
"",bag,brush,0
"",refrigerator,bomb,0
"",stretcher,monitor,0
"",bed,home,1
"",jelly,wallet,1
"",ship,flower,0
"",pocket,glove,0
"",ship,helmet,0
"",bee,bin,1
"",desk,bracelet,0
"",handkerchief,box,1
"",file,key box,0
"",refrigerator,table,0
"",garage,package,0
"",container,bird,0
"",keyboard,refrigerator,1
"",pan,aircraft,1
"",hive,phone,0
"",van,fridge,0
"",tobacco,studio,1
"",garage,ruler,0
"",refrigerator,suitcase,0
"",cigarette,bird's beak,1
"",receipt,pot,1
"",pan,desk,1
"",key box,hat,1
"",warehouse,human,0
"",snake,home,1
"",sack,ship,1
"",container,desk,0
"",shelf,jar,0
"",electric bulb,desk,1
"",hat,worm,0
"",aircraft,cattle,0
"",butterfly,boot,1
"",beatle,tractor,1
"",bin,flea,0
"",actor,stretcher,1
"",ladybug,drawer,1
"",rabbit,refrigerator,1
"",worm,box,1
"",bee,piano,1
"",kitten,shelf,1
"",insect,studio,1
"",flea,pot,1
"",chicken,aircraft,1
"",ant,human,1
"",helmet,human,1
"",clown,sandwich,0
"",electric fan,human,1
"",eraser,human,1
"",bomb,human,1
"",needle,human,1
"",table,human,1
"",leaflet,bus,1
"",needle,couch,1
"",bus,butterfly,0
"",tractor,jelly,0
"",aircraft,shelf,0
"",flower,hat,1
"",hat,rice cooker,1
"",mug,flea,0
"",rice cooker,insect,0
"",bag,sandwich,0
"",shirt,ambulance,1
"",ambulance,leaf,0
"",dish,box,1
"",leaflet,ambulance,1
"",notebook,leaflet,0
"",crib,envelope,0
"",blanket,envelope,0
"",photo,leaf,0
"",handkerchief,closet,1
"",bottle,wallet,0
"",blanket,oven,1
"",photo,file,1
"",plane,refrigerator,0
"",box,piano,1
"",chicken,van,1
"",van,apple,0
"",teeth,sack,1
"",pond,needle,0
"",shelf,tobacco,0
"",notebook,studio,1
"",handkerchief,boot,1
"",package,needle,0
"",needle,bottle,1
"",ticket,needle,0
"",needle,boot,1
"",needle,elephant,1
"",CD,needle,0
"",bag,needle,0
"",balloon,frisbee,0
"",plane,eraser,0
"",flea,shelf,1
"",package,salmon,0
"",watch,bottle,1
"",bacteria,tractor,1
"",biscuit,drawer,1
"",refrigerator,sack,0
"",bowl,ladybug,0
"",bag,battery,0
"",frisbee,house,1
"",shirt,piano,1
"",studio,key box,0
"",salmon,sink,1
"",key,ship,1
"",helmet,glove,0
"",ambulance,plate,0
"",candle,piggy bank,1
"",package,clown,1
"",notebook,rhinoceros,1
"",rhinoceros,cigarette,0
"",dog,jar,0
"",snake,key,0
"",salmon,eraser,0
"",salmon,cattle,1
"",electric bulb,chicken,1
"",actor,bomb,0
"",human,headphone,0
"",credit card,bear,1
"",actor,clown,1
"",actor,leaf,0
"",squirrel,nectar,0
"",squirrel,gun,0
"",egg,bear,1
"",receipt,rabbit,1
"",rabbit,spider,0
"",actor,sandwich,0
"",gun,squirrel,1
"",bear,keyboard,0
"",watermelon,human,1
"",candle,rabbit,1
"",bird,aquarium,1
"",mouse,refrigerator,1
"",helmet,cat,0
"",fridge,human,0
"",key box,mouse,0
"",sink,rabbit,0
"",ladybug,key box,1
"",human,frisbee,0
"",newspaper,human,1
"",pot,human,1
"",actor,boot,0
"",bag,human,1
"",towel,clown,1
"",actor,basket ball,0
"",hand,chocolate,0
"",credit card,frisbee,1
"",keyboard,squirrel,0
"",eraser,CD,1
